"id","code","name","parent_id","enabled","dest"
316,"E00/09","石油综合",5,1,"用于生产、流通过程中保证符合文字标准要求的石油产品标样分别入本类各有关类目。"
317,"E10/19","石油勘探、开发与集输",5,1,"油气田地面建设、生产设施工程入P类。"
318,"E20/29","石油、天然气",5,1,
319,"E30/49","石油产品",5,1,
320,"E60/69","石油产品添加剂",5,1,
321,"E90/99","石油勘探、开发、集输设备",5,1,"石油炼制设备入G90/93。"
322,"E00","标准化、质量管理",316,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
323,"E01","技术管理",316,1,"技术文件管理，能源管理，设备、工具管理等。"
324,"E02","经济管理",316,1,"计划、供销、财务、劳资管理等。"
325,"E04","基础标准与通用方法",316,1,"术语，符号，石油产品检验误差，试验方法精确度一般规则等。"
326,"E07","计算机应用",316,1,
327,"E08","标志、包装、运输、贮存",316,1,"石油与石油产品的计量入此。"
328,"E09","卫生、安全、劳动保护",316,1,
329,"E10","石油勘探、开发与集输工程综合",317,1,"术语、通用方法等。"
330,"E11","石油地质勘探",317,1,"油、气田普查勘探规范，地质构造分类方法，地质实验、勘探测井方法，油、气田评价等。"
331,"E12","石油开发",317,1,"油气田贮量计算，油气、水井下动态分析，井网设计，采收率提高岩心分析、试验方法等。"
332,"E13","石油钻井",317,1,"井身设计，工艺参数与规程，工程质量等。钻井液与处理剂入此。"
333,"E14","石油开采",317,1,"油、气田的注水、酸化、压裂、热采方法等。压裂液与添加剂入此。"
334,"E15","海洋石油作业",317,1,"海洋石油设备与井口定位，水下作业等。"
335,"E16","油、气集输",317,1,"油、气处理、集中、储存、管道运输等。油、气处理添加剂入此。"
336,"E20","石油、天然气综合",318,1,"术语、采样方法等。"
337,"E21","原油",318,1,
338,"E22","人造石油",318,1,"油页岩炼制油入此。"
339,"E24","天然气",318,1,"液化天然气入此。"
340,"E30","石油产品综合",319,1,"术语，分类，采样方法，通用分析、试验方法等。"
341,"E31","燃料油",319,1,"汽油、柴油、煤油等。"
342,"E33","溶剂油",319,1,"抽提、洗涤、医药、油漆等用的溶剂油。"
343,"E34","润滑油",319,1,"基础油、内燃机油、汽轮机油、压缩机油、食品机械用油、冷冻机油、仪表油、其他机械用的石油液体润滑剂等。"
344,"E36","润滑脂",319,1,"一般用和多用途润滑脂，抗摩擦、耐热、耐冻、抗擦伤、耐化学作用等润滑脂，仪表、汽车、轴承、齿轮等特殊用途润滑脂，防护用润滑脂和密封润滑脂等。"
345,"E38","绝缘油",319,1,"变压器油、电容器油、电缆油等。"
346,"E39","液压油液",319,1,"动力传动油（含合成的、耐热的），制动液等。"
347,"E40","合成油脂",319,1,"非矿物油制的油品。"
348,"E41","真空油脂、防锈油脂",319,1,"真空封脂、封泥、真空泵油，扩散泵油，防锈油等。"
349,"E42","石油蜡",319,1,"石蜡、地蜡、凡士林、液体石蜡、白色蜡、石油脂等。"
350,"E43","石油沥青",319,1,"道路沥青、建筑沥青、水工沥青、橡胶沥青等。天然沥青入此。"
351,"E44","石油焦",319,1,"针焦、延迟焦、釜氏焦等。"
352,"E45","工艺用油",319,1,"金属切削油、轧制油、热处理油、非金属加工用油、热传递油等。"
353,"E46","煤厂气体",319,1,"液化石油气燃料等。炼油生产的有机化工原料入G16/17。"
354,"E49","其他石油产品",319,1,"标准油、清洗剂等。"
355,"E60","石油产品添加剂综合",320,1,"术语，分类，通用分析、试验方法等。"
356,"E61","添加剂",320,1,"清净、分散、抗氧、抗腐、抗磨、增粘、抗泡沫、防冰、金属钝化剂等。"
357,"E90","石油勘探、开发、集输设备综合",321,1,"术语、分类、命名等。"
358,"E91","石油物探测井设备与仪器",321,1,"地震钻机，震源设备，地面测试、记录设备，井下测试用仪器等。通用物探设备入D82，通用物探仪器入N91。"
359,"E92","石油钻采设备与仪器",321,1,"油、气田钻井、修井、开采、提升专用设备与仪表，井口装置与阀门等。通用仪表入N91。"
360,"E94","海洋石油作业用设备",321,1,"海洋钻机，井口、井下器具，固定采油台等。海洋钻井平台入U17。"
361,"E97","油、气处理设备",321,1,"加热炉、分离器等。"
362,"E98","油、气集输设备",321,1,"油罐、气罐，油池，油、气管道等。油罐车分别入S52或T58，油船入U13，通用泵入J71。"
363,"F00/09","能源、核技术综合",6,1,"各种能源综合性标准入本类F00/09。常规能源：煤炭入D20/24，石油、天然气入E20/27，燃料油入E31，电工基础和产品标准（含电力）入K类。用于生产、流通过程中保证符合文字标准要求的核技术标样分别入本类各有关类目。综合性、系统性的电力标准入此。"
364,"F10/19","能源",6,1,
365,"F20/29","电力",6,1,"电站、输配电工程入P类。"
366,"F40/49","核材料、核燃料",6,1,
367,"F50/59","同位素与放射源",6,1,
368,"F60/69","核反应堆",6,1,
369,"F70/79","辐射防护与监测",6,1,
370,"F80/89","核仪器与核探测器",6,1,"通用的仪器、仪表入N类。"
371,"F90/99","低能加速器",6,1,
372,"F00","标准化、质量管理",363,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
373,"F01","技术管理",363,1,"各种能源综合性技术管理标准，太阳能、生物质能、地热能等新能源技术管理标准，以及核技术领域技术管理标准。"
374,"F02","经济管理",363,1,"各种能源综合性经济管理标准，太阳能、生物质能、地热能等新能源经济管理标准，以及核技术领域经济管理标准。"
375,"F04","基础标准与通用方法",363,1,"术语，符号，分类，命名，可靠性、取样方法、通用测试、分析方法等。核测量技术入此。"
376,"F07","电子计算机应用",363,1,
377,"F08","标志、包装、运输、贮存",363,1,
378,"F09","卫生、安全、劳动保护",363,1,"放射性、核工业有害物质卫生监测与安全劳保措施，核设施的安全法规、导则，核临界安全等。"
379,"F10","能源综合",364,1,
380,"F11","风能",364,1,"术语、符号、气象地域划分、通用试验方法等。风能利用装置入此。"
381,"F12","太阳能",364,1,"术语、符号、气象条件、通用试验方法、太阳能动力装置、加热装置等。太阳能电池入此。"
382,"F13","生物质能",364,1,"术语、符号、通用试验方法、生物质能利用等。固态、液化、气体生物质能利用装置入此。入沼气池等。"
383,"F14","海洋能",364,1,"术语、符号、通用试验方法、海洋能利用等。波浪能、海流能、温差能、盐差能利用装置入此。"
384,"F15","地热能",364,1,"术语、符号、通用试验方法、地热能利用等。地热能利用装置入此。"
385,"F19","新能源及其他",364,1,
386,"F21","电力系统",365,1,"规划、设计、防雷接地、远动通讯调度，电网、供电管理等。"
387,"F22","电力系统设备安装测试",365,1,"系统设备出厂、安装、投运检验、测试等。"
388,"F23","电站、电力系统运行检修",365,1,"电站运行与检修，电力、输变电系统运行与检修等。各种动力、电气设备运行检修随产品入K类。"
389,"F24","电力试验技术",365,1,"电力试验技术，预防性试验，电力运行设备测试，在线监测，电厂化学测试，电力设备检验等。"
390,"F25","电力安全监察",365,1,"电力设备运行监督，安全监察、安全管理、电业事故调查等。"
391,"F29","其他",365,1,
393,"F40","核材料、核燃料综合",366,1,"术语、分类、命名、一般规则等。"
394,"F46","核材料、核燃料及其分析试验方法",366,1,"铀、镤、钚及其化合物等。"
395,"F48","核燃料元件及其分析试验方法",366,1,
396,"F49","核材料、核燃料生产、处理设备和设施",366,1,"设计、建造、运行、退役等。"
397,"F50","同位素与放射源综合",367,1,"术语、分类、命名、一般规则等。"
398,"F51","放射源",367,1,
399,"F53","同位素标记化合物",367,1,
400,"F54","医用同位素",367,1,"放射性药品入此。"
401,"F60","核反应堆综合",368,1,"术语、分类、命名、一般规则等。"
402,"F61","研究试验堆",368,1,"选址、评价、设计、计算、安装、调试、运行、维修、退役与安全等。"
403,"F62","生产堆",368,1,"选址、评价、设计、计算、安装、调试、运行、维修、退役与安全等。"
404,"F63","动力堆",368,1,"选址、评价、设计、计算、安装、调试、运行、维修、退役与安全等。"
405,"F64","供热堆",368,1,"选址、评价、设计、计算、安装、调试、运行、维修、退役与安全等。"
406,"F65","核电厂核岛",368,1,"设计、运行、安装、调试、维修、质量保证等安全规定、导则准则等。"
407,"F68","核电厂退役",368,1,
408,"F69","核反应堆与 核电厂核岛设备",368,1,"堆的控制与保护装置，核燃料组件与装卸设备、压力壳、蒸发器、管系、专用容器、阀门及工具等。"
409,"F70","辐射防护与监测综合",369,1,"术语、符号、代号、单位、基本防护原则与限值等。"
410,"F72","核设施的辐射安全",369,1,"设计、运行、退役的辐射、评价与分析、辐射屏蔽等。"
411,"F73","环境辐射防护与核医学防护",369,1,"环境影响评价、排出流控制与监测，核辐射环境监测原则与方法，工作人员医学监督，受照处理，辐射预防药物等。"
412,"F74","辐射防护检测与评价",369,1,"内外照射，个人剂量，工作场所等的监督与评价，仪表校准参考辐射等。"
413,"F75","放射性三废处理",369,1,"技术规定、处置方法等。"
414,"F77","核辐射事故应急与处理",369,1,"应急计划、应急设备、事故处理等。"
415,"F79","防护用具与设备",369,1,"防护衣具、专用防护设备等。"
416,"F80","核仪器与核探测器综合",370,1,"术语、环境条件及其试验方法等。"
417,"F81","通用核仪器",370,1,"谱仪、多道分析器、液闪计数器、核电子部件和其他功能单元，核仪器性能指标测试，校准刻度装置等。"
418,"F82","堆用核仪器",370,1,"反应堆测量系统、安全系统、控制系统、保安系统、元件破损和空位系统、主控室及设备等。"
419,"F83","反应堆、核电厂安全配电设备",370,1,"优先电源、备用电源、大型铅蓄电池等。"
420,"F84","辐射防护仪器",370,1,"环境监测核仪器、表面污染、个人剂量监测仪，排出流监测仪等。"
421,"F85","勘探采矿和工艺检测核仪器",370,1,"辐射勘探、矿石品位分析、放射性测井、化工处理控制等。"
422,"F86","放射性同位素应用仪器",370,1,"厚度计、密度计、含量计、探伤计、料位计等。"
423,"F87","医用核仪器",370,1,"免疫测量装置、同位素活度计、脏器功能仪、放射性治疗机等。"
424,"F88","核探测器",370,1,"气体探测器、闪烁探测器、半导体探测器、径迹探测器、自给能探测器、热释光剂量元件等。"
425,"F90","低能加速器综合",371,1,"术语、分类、一般规则等。"
426,"F91","医用加速器",371,1,
427,"F92","工农业用加速器",371,1,
428,"G00/09","化工综合",7,1,"造纸入Y30/39，皮革入Y45/49，食品发酵、酿造入X60/69，绝缘漆入K15，食品添加剂入X40/49，合成饲料添加剂入B46，建筑胶粘剂入Q27，胶鞋入Y78。用于生产、流通过程中保证符合文字标准要求的化工标样分别入本类各有关类目。"
429,"G10/14","无机化工原料",7,1,
430,"G15/19","有机化工原料",7,1,
431,"G20/29","化肥、农药",7,1,
432,"G30/39","合成材料",7,1,"合成树脂、塑料、橡胶及胶粘剂等。建筑用塑料制品入Q22，日用塑料制品入Y28，塑料鞋入Y75或Y78。"
433,"G40/49","橡胶制品及其辅助材料",7,1,"胶鞋入Y78。"
434,"G50/59","涂料、颜料、染料",7,1,
435,"G60/69","化学试剂",7,1,"化学分析用标准物质入A65。"
436,"G70/79","化学助剂、表面活性剂、催化剂、水处理剂",7,1,
437,"G80/84","信息用化学品",7,1,
438,"G85/89","其他化工产品",7,1,
439,"G90/99","化工机械与设备",7,1,"石油炼制机械与设备入此。通用机械设备分别入各有关类。"
440,"G00","标准化、质量管理",428,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
441,"G01","技术管理",428,1,"技术文件管理，能源管理（如：节能通则、能源计算通则），设备、工具管理等。"
442,"G02","经济管理",428,1,"计划、供销、财务、劳资管理等。"
443,"G04","基础标准与通用方法",428,1,"术语，符号，分类，命名，取样、制样方法，通用分析、试验方法、分析数据处理等。试验室用水入此。"
